Speed,Time To Collision,Obs Width,Obs Gap,Player Mode,Obs Above Ground,Action,Q Value
20,45,5,2,2,0,jump,-0.020000000000000004
20,35,5,2,2,0,duck_on,-0.2
20,25,5,2,1,0,jump,-2
20,44,5,3,2,0,duck_on,-0.020000000000000004
20,34,5,3,-1,0,duck_on,-0.2
20,24,5,3,-1,0,do_nothing,-2
20,48,3,1,2,0,duck_on,-0.2018
20,39,3,1,-1,0,duck_on,-0.020000000000000004
20,30,3,1,-1,0,duck_on,-0.2
20,20,3,1,-1,0,duck_on,-2
20,20,3,2,1,0,jump,-0.2
20,11,3,2,1,0,duck_on,-1.5
20,34,5,3,1,0,duck_on,-0.2
21,24,5,3,-1,0,duck_off,-2
20,50,6,2,2,0,duck_on,-1.9209570862000003
20,50,6,2,1,0,duck_off,-0.23420000000000002
20,50,6,2,2,0,do_nothing,-0.4058647711275515
20,50,6,2,2,0,jump,-2.1206345958105097
20,46,6,2,2,0,duck_on,-0.021800000000000007
20,37,6,2,1,0,do_nothing,-0.020000000000000004
20,27,6,2,-1,0,duck_on,-0.2
20,18,6,2,-1,0,do_nothing,-2
20,38,5,3,-1,0,duck_on,-2.1962
20,19,5,3,-1,0,duck_off,-2
20,20,3,2,1,0,duck_on,1.085388
20,1,3,2,-1,0,do_nothing,-0.020000000000000004
20,32,5,2,-1,0,duck_off,-0.2
21,22,5,2,2,0,jump,-2
20,34,3,2,1,0,do_nothing,-0.2
21,25,3,2,-1,0,do_nothing,-2
20,1,3,2,1,0,duck_off,-0.2
20,23,5,2,1,0,duck_off,-2
20,27,6,3,2,0,duck_on,-0.38
20,18,6,3,1,0,jump,-2
20,34,10,4,2,0,do_nothing,-0.08395796782267058
20,25,10,4,2,0,do_nothing,-1.9914860000000003
20,15,10,4,1,0,duck_off,-1.9551800000000001
20,6,10,4,1,0,duck_off,2.337972039838
20,-4,10,4,2,0,duck_on,-0.020000000000000004
20,50,5,2,-1,0,do_nothing,-2.7012049394420057
21,48,5,2,-1,0,duck_on,-0.0020000000000000005
21,38,5,2,-1,0,jump,-0.020000000000000004
21,29,5,2,-1,0,jump,-0.2
21,19,5,2,-1,0,duck_off,-2
20,48,3,1,2,0,duck_off,-1.9661064005
20,20,3,1,2,0,duck_off,0.0732
20,11,3,1,2,0,jump,1.3992499999999999
20,1,3,1,1,0,jump,-2.18
20,23,5,3,1,0,duck_on,-2
20,1,3,2,2,0,jump,-1.9804815126589683
20,26,5,2,2,0,do_nothing,-1.9955000000000003
21,16,5,2,2,0,jump,0.049800000000000004
21,6,5,2,1,0,duck_off,0.49800000000000005
21,-3,5,2,1,0,duck_off,-0.020000000000000004
21,29,6,3,2,0,duck_on,-0.2
21,20,6,3,-1,0,duck_off,-2
20,48,5,3,2,0,duck_off,-0.0020000000000000005
20,39,5,3,2,0,duck_on,-0.020000000000000004
20,30,5,3,-1,0,duck_on,-0.2
20,21,5,3,-1,0,do_nothing,-2
20,31,5,2,1,0,jump,-0.2
21,22,5,2,-1,0,duck_on,-2
20,1,3,1,-1,0,duck_off,-2.18
20,20,5,2,2,0,jump,-2
20,25,10,4,1,0,do_nothing,-1.4070000398000002
20,0,5,2,-1,0,duck_on,-10.680335054334199
20,25,10,4,-1,0,jump,-2
20,0,5,2,-1,0,jump,-10.46592019796762
20,31,6,3,-1,0,duck_off,-0.2
21,21,6,3,2,0,duck_off,-2
20,29,3,1,1,0,jump,0.004800000000000001
21,19,3,1,2,0,jump,0.5732
21,10,3,1,2,0,jump,0.48
21,0,3,1,1,0,duck_off,-0.2
21,17,6,3,1,0,duck_off,-2
20,38,3,2,1,0,jump,-0.020000000000000004
21,28,3,2,2,0,duck_on,-0.2
21,19,3,2,1,0,do_nothing,-2
20,0,5,3,-1,0,duck_on,-0.39634579999999997
20,44,6,3,-1,0,duck_off,-0.0020000000000000005
21,34,6,3,2,0,jump,-0.020000000000000004
21,25,6,3,2,0,duck_on,-0.2
21,15,6,3,1,0,duck_off,-2
20,50,5,3,1,0,duck_on,-2.3316689294000366
20,0,5,3,1,0,do_nothing,-0.00020000000000000006
20,46,3,2,1,0,duck_off,-0.0020000000000000005
21,36,3,2,2,0,do_nothing,-0.020000000000000004
21,27,3,2,2,0,duck_on,-0.2
21,17,3,2,-1,0,do_nothing,-2
20,0,5,3,-1,0,duck_off,-0.38162
20,44,3,2,2,0,duck_on,-0.020000000000000004
21,34,3,2,-1,0,duck_off,-0.2
21,25,3,2,2,0,do_nothing,-2
20,0,5,3,-1,0,jump,-0.23416355000000003
20,45,5,3,-1,0,duck_off,0.0005500000000000001
21,35,5,3,2,0,jump,-1.941585495545
21,25,5,3,2,0,jump,0.05500000000000001
21,16,5,3,2,0,duck_off,1.04482
21,6,5,3,1,0,duck_on,0.49800000000000005
21,-3,5,3,1,0,jump,-0.020000000000000004
21,37,3,2,-1,0,do_nothing,-0.2
21,27,3,2,-1,0,duck_on,-2
20,38,5,3,1,0,duck_on,-0.21800000000000003
20,29,5,3,1,0,duck_off,-0.2
20,50,10,4,1,0,duck_on,-0.42856922000000003
20,50,10,4,-1,0,duck_on,-4.153515859369259
20,50,10,4,-1,0,duck_off,-3.9659375435121507
20,34,10,4,2,0,jump,-2.093891726655517
20,15,10,4,2,0,duck_on,1.9797231698000002
20,5,10,4,1,0,do_nothing,2.3383691420000003
20,-4,10,4,-1,0,jump,-0.022000000000000006
21,50,5,2,-1,0,do_nothing,-0.0381458
21,47,5,2,-1,0,jump,-0.0020000000000000005
21,37,5,2,-1,0,do_nothing,-0.020000000000000004
21,28,5,2,-1,0,duck_on,-0.2
20,37,6,3,-1,0,do_nothing,-0.2
20,27,6,3,-1,0,duck_on,-2
20,25,10,4,1,0,duck_off,-3.8
20,37,6,3,1,0,duck_on,-0.2
21,27,6,3,-1,0,do_nothing,-2
20,0,5,3,1,0,jump,-0.0020000000000000005
20,38,5,2,1,0,do_nothing,-0.020000000000000004
21,29,5,2,2,0,duck_on,-0.2
21,19,5,2,-1,0,do_nothing,-2
20,25,10,4,1,0,jump,-2.18
20,15,10,4,1,0,jump,-2
20,1,3,1,-1,0,duck_on,0.37300000000000005
20,23,3,2,-1,0,do_nothing,-2
20,29,10,4,2,0,jump,0.0049780000000000015
21,19,10,4,2,0,duck_on,0.049778
21,10,10,4,1,0,duck_on,0.49777800000000005
21,0,10,4,-1,0,do_nothing,-0.022220000000000004
21,50,5,2,-1,0,duck_on,-0.03998
21,50,5,2,-1,0,jump,-0.020000000000000004
21,47,5,2,-1,0,duck_off,-0.0020000000000000005
21,38,5,2,2,0,duck_on,-0.020000000000000004
21,28,5,2,-1,0,do_nothing,-0.2
21,19,5,2,-1,0,duck_on,-2
20,27,5,2,2,0,duck_off,0.05500000000000001
21,17,5,2,2,0,jump,1.04282
21,7,5,2,1,0,jump,0.49800000000000005
21,-2,5,2,1,0,duck_off,-0.020000000000000004
21,36,5,2,2,0,duck_off,-0.2
21,27,5,2,2,0,do_nothing,-2
20,33,10,4,2,0,duck_off,-0.020000000000000004
21,24,10,4,2,0,duck_on,-0.2
21,14,10,4,1,0,jump,-2
20,29,3,2,2,0,duck_off,0.004800000000000001
21,19,3,2,2,0,duck_off,0.048
21,10,3,2,1,0,jump,0.48
21,0,3,2,1,0,duck_off,-0.2
21,23,6,3,2,0,jump,-2
20,49,3,2,2,0,duck_on,-0.019955001800000007
20,39,3,2,-1,0,duck_off,-0.19955000000000003
20,29,6,3,1,0,duck_off,-0.2
21,19,6,3,2,0,do_nothing,-2
20,46,6,2,2,0,jump,-1.9904730500000003
20,37,6,2,2,0,duck_off,0.06085498000000001
20,27,6,2,2,0,duck_off,-1.9955000000000003
20,18,6,2,1,0,do_nothing,0.05000054980000001
20,8,6,2,1,0,duck_off,0.50005
20,-1,6,2,2,0,duck_off,0.0005500000000000001
20,36,5,3,2,0,jump,0.005500000000000001
21,26,5,3,2,0,jump,-1.9505000000000001
21,7,5,3,1,0,duck_on,0.4998
21,-3,5,3,1,0,do_nothing,-0.0020000000000000005
21,39,5,3,-1,0,duck_on,-0.020000000000000004
21,30,5,3,-1,0,duck_on,-0.2
21,20,5,3,-1,0,duck_off,-2
20,37,6,2,-1,0,duck_off,-0.2
20,46,6,3,-1,0,do_nothing,-2.0180000000000002
20,0,5,3,2,0,jump,0.001496654947000001
20,41,5,3,2,0,jump,-0.020000000000000004
21,31,5,3,1,0,jump,-0.2
21,22,5,3,1,0,duck_on,-2
20,29,5,2,-1,0,duck_off,-2
20,21,3,2,1,0,jump,4.046464381344192
20,33,5,2,2,0,duck_on,-0.2
21,23,5,2,1,0,duck_on,-2
20,34,10,4,-1,0,duck_on,-0.2
20,25,10,4,-1,0,duck_on,-2
20,0,5,3,2,0,duck_on,-0.021800000000000007
20,42,3,2,1,0,duck_on,-0.020000000000000004
21,33,3,2,-1,0,jump,-0.2
21,23,3,2,-1,0,duck_off,-2
20,25,10,4,2,0,duck_on,1.3582499632248821
20,14,10,4,1,0,duck_on,-2
20,-4,10,4,2,0,duck_off,-0.0005420000000000002
21,50,5,2,2,0,duck_on,-0.05433
21,50,5,2,-1,0,duck_off,-0.024242798000000006
21,50,5,2,2,0,jump,-0.06958784558000002
21,45,5,2,2,0,do_nothing,-0.0020000000000000005
21,35,5,2,2,0,duck_off,-0.020000000000000004
21,26,5,2,1,0,jump,-0.2
21,16,5,2,1,0,do_nothing,-2
20,27,6,3,-1,0,duck_off,-2
20,18,6,3,1,0,do_nothing,-2
20,0,5,2,-1,0,do_nothing,-10.678107550206278
20,36,5,3,-1,0,jump,-0.2
21,26,5,3,-1,0,do_nothing,-2
20,1,3,2,2,0,duck_off,0.3753
20,-4,10,4,2,0,jump,-0.01605820000000001
21,1,5,3,1,0,do_nothing,-0.022000000000000006
21,50,5,2,1,0,duck_on,-0.020000000000000004
21,50,5,2,2,0,duck_off,-0.04107800000000001
21,46,5,2,2,0,duck_off,-0.020000000000000004
21,36,5,2,2,0,duck_on,-0.2
21,27,5,2,-1,0,duck_off,-3.8
20,43,5,2,2,0,duck_on,-0.020000000000000004
20,33,5,2,-1,0,duck_on,-0.2
20,24,5,2,-1,0,duck_off,-2
20,44,5,3,2,0,jump,0.011260000000000003
20,34,5,3,2,0,jump,-0.1209499450020396
20,15,5,3,1,0,jump,0.4998
20,5,5,3,-1,0,duck_off,-0.0020000000000000005
20,46,3,2,2,0,duck_on,-0.020000000000000004
20,37,3,2,-1,0,duck_off,-0.2
20,27,3,2,2,0,do_nothing,-2
20,45,3,2,2,0,duck_on,-0.020000000000000004
20,35,3,2,-1,0,duck_off,-0.2
20,25,3,2,2,0,jump,-2
20,43,5,2,-1,0,duck_on,-0.020000000000000004
20,33,5,2,-1,0,duck_off,-0.2
20,24,5,2,2,0,duck_off,1.51898628
20,14,5,2,1,0,duck_off,1.0173922000000002
20,5,5,2,1,0,do_nothing,-0.003800000000000001
20,41,6,4,2,0,duck_off,-0.020000000000000004
20,31,6,4,2,0,duck_on,-0.2
20,22,6,4,-1,0,jump,-2
20,42,5,2,2,0,jump,-0.020000000000000004
20,32,5,2,2,0,duck_on,-0.2
20,23,5,2,1,0,jump,-2
20,15,5,2,1,0,duck_off,1.39818
20,5,5,2,1,0,duck_off,-0.020000000000000004
20,31,10,4,2,0,do_nothing,-0.2
20,21,10,4,2,0,jump,-2
20,45,5,3,2,0,duck_off,-0.020000000000000004
20,35,5,3,2,0,duck_on,-0.2
20,25,5,3,-1,0,duck_off,-2
20,49,10,4,2,0,do_nothing,-0.020000000000000004
20,39,10,4,2,0,duck_off,-0.2
20,30,10,4,2,0,jump,-2
20,43,5,3,2,0,jump,-0.012500000000000002
20,24,5,3,1,0,duck_off,-2
20,49,10,4,2,0,duck_off,-0.020000000000000004
20,39,10,4,2,0,duck_on,-0.2
20,30,10,4,-1,0,duck_off,-2
20,40,10,4,2,0,duck_off,-0.020000000000000004
20,30,10,4,2,0,duck_off,-0.2
20,20,10,4,2,0,do_nothing,-2
20,4,5,2,1,0,jump,-0.0020000000000000005
20,40,5,2,2,0,do_nothing,-0.020000000000000004
20,31,5,2,2,0,duck_on,-0.2
20,21,5,2,1,0,duck_off,-2
20,35,5,3,2,0,jump,0.10990500000000003
20,25,5,3,2,0,jump,0.05500000000000001
20,15,5,3,1,0,do_nothing,1.8409622
20,6,5,3,1,0,jump,0.9462000000000002
20,-4,5,3,2,0,do_nothing,-0.020000000000000004
20,37,5,2,2,0,duck_on,-0.2
20,27,5,2,1,0,do_nothing,-2
20,50,10,3,2,0,jump,-0.057732000000000006
20,50,10,3,1,0,jump,0.000050000000000000016
20,40,10,3,1,0,duck_off,0.0005500000000000001
20,30,10,3,2,0,jump,0.00549799983812182
20,21,10,3,2,0,duck_on,0.05498000000000001
20,11,10,3,1,0,duck_off,0.5498000000000001
20,2,10,3,2,0,duck_on,0.49800000000000005
20,-8,10,3,-1,0,duck_on,-0.020000000000000004
20,40,5,2,2,0,jump,0.005950000000000001
21,30,5,2,2,0,duck_off,0.004800000000000001
21,21,5,2,2,0,do_nothing,0.048
21,11,5,2,1,0,do_nothing,0.48
21,2,5,2,1,0,do_nothing,-0.2
21,28,5,2,2,0,do_nothing,-2
20,25,5,2,2,0,jump,0.05500000000000001
20,6,5,2,1,0,duck_off,0.50005
20,-4,5,2,2,0,jump,0.0004979998000000001
20,29,6,3,2,0,duck_off,0.004980000000000002
20,20,6,3,2,0,do_nothing,0.049800000000000004
21,10,6,3,1,0,duck_on,0.49800000000000005
21,0,6,3,1,0,duck_on,-0.020200000000000003
21,43,5,2,2,0,do_nothing,-0.020000000000000004
21,34,5,2,2,0,duck_off,-0.2
21,24,5,2,2,0,jump,-2
20,50,3,2,1,0,jump,-0.2800172262893962
20,50,3,2,1,0,do_nothing,-0.2386552173027
20,46,3,2,2,0,duck_off,-0.020000000000000004
20,36,3,2,2,0,do_nothing,-0.2
20,27,3,2,2,0,jump,-2
20,45,5,2,2,0,duck_on,-0.020000000000000004
20,36,5,2,-1,0,duck_off,-0.2
20,29,3,1,2,0,do_nothing,0.053000000000000005
21,9,3,1,1,0,duck_off,0.30000000000000004
21,0,3,1,1,0,duck_on,-2
20,0,5,3,2,0,do_nothing,-0.003800000000000001
20,40,10,4,2,0,jump,-0.020000000000000004
21,30,10,4,1,0,jump,-0.2
21,20,10,4,1,0,do_nothing,-2
20,0,5,2,-1,0,duck_off,-8.840063906296587
20,31,5,2,2,0,do_nothing,-0.2
20,-4,10,4,-1,0,do_nothing,-0.020000000000000004
21,46,5,2,2,0,jump,-0.0020000000000000005
21,36,5,2,2,0,do_nothing,-0.020000000000000004
21,27,5,2,1,0,duck_on,-0.2
21,17,5,2,1,0,do_nothing,-2
20,1,3,2,2,0,do_nothing,-2.3416355
21,21,3,1,2,0,duck_on,0.048
21,11,3,1,1,0,duck_off,0.48
21,2,3,1,2,0,duck_on,-0.2
21,21,5,2,-1,0,do_nothing,-2
20,48,5,3,2,0,duck_on,-0.020000000000000004
20,40,5,3,-1,0,do_nothing,-0.2
20,31,5,3,-1,0,duck_off,-2
20,9,5,3,1,0,duck_on,0.49800000000000005
20,37,10,4,-1,0,jump,-0.2
21,27,10,4,-1,0,duck_on,-2
20,48,5,2,2,0,duck_on,-0.020000000000000004
20,39,5,2,-1,0,jump,-0.2
20,30,5,2,-1,0,jump,-2
20,18,6,3,1,0,duck_off,3.131518519687805
20,-1,6,3,2,0,duck_on,-0.021800000000000007
21,38,5,3,2,0,duck_on,-0.2
21,28,5,3,-1,0,jump,-2
20,-4,10,4,1,0,do_nothing,-0.00020000000000000006
21,40,5,2,2,0,jump,-0.020000000000000004
21,31,5,2,1,0,duck_off,-0.2
21,21,5,2,1,0,duck_on,-2
20,43,10,3,2,0,duck_off,-0.020000000000000004
20,34,10,3,2,0,duck_on,-0.2
20,25,10,3,-1,0,jump,-2
20,15,10,4,2,0,duck_off,0.5497779998
20,-4,10,4,1,0,duck_on,-0.022220000000000004
21,42,5,2,-1,0,duck_off,-0.020000000000000004
21,32,5,2,2,0,do_nothing,-0.2
21,23,5,2,2,0,duck_on,-2
21,47,6,3,2,0,jump,-0.020000000000000004
21,38,6,3,1,0,jump,-0.2
21,28,6,3,1,0,jump,-2
20,31,10,4,-1,0,duck_off,-2
20,0,5,3,2,0,duck_off,-0.003800000000000001
20,43,6,3,2,0,do_nothing,-0.012450000000000003
21,34,6,3,1,0,jump,-0.2
21,24,6,3,1,0,jump,-2
20,35,5,2,2,0,duck_off,-2.18
21,25,5,2,2,0,duck_off,-2
20,47,5,2,1,0,jump,-10.443391189643846
20,19,5,2,1,0,duck_on,5.287784752772272
21,50,3,2,2,0,jump,-0.0020000000000000005
21,44,3,2,1,0,duck_on,-0.020000000000000004
21,35,3,2,1,0,duck_on,-0.2
21,25,3,2,-1,0,duck_off,-2
20,37,3,2,-1,0,jump,-0.2
21,27,3,2,-1,0,do_nothing,-2
20,47,5,3,1,0,duck_on,-5.43458
20,38,5,3,1,0,do_nothing,-2.18
20,11,3,2,-1,0,duck_off,2.7655862015324497
20,31,5,2,2,0,duck_off,-2
20,36,5,3,-1,0,duck_off,-0.2
20,30,3,2,-1,0,jump,-2
20,37,5,2,-1,0,duck_on,-0.2
20,49,3,2,2,0,jump,-1.9817056305907292
20,28,5,2,2,0,duck_off,-1.9505000000000001
21,19,5,2,2,0,duck_on,0.5498000000000001
21,9,5,2,1,0,do_nothing,0.49800000000000005
21,0,5,2,-1,0,jump,-0.020000000000000004
21,34,6,4,-1,0,duck_on,-0.2
21,24,6,4,-1,0,jump,-2
20,1,3,2,2,0,duck_on,-3.962
20,25,5,2,-1,0,duck_on,-2
20,34,5,3,-1,0,jump,-0.2
21,24,5,3,-1,0,duck_on,-2
20,-4,10,4,-1,0,duck_on,-0.020200000000000003
21,50,10,4,2,0,duck_off,-0.020000000000000004
21,42,10,4,2,0,duck_on,-0.2
21,32,10,4,-1,0,do_nothing,-2
20,29,5,2,1,0,duck_off,-2
20,30,5,2,-1,0,duck_on,-2
20,29,10,4,-1,0,duck_off,-2
20,47,6,3,2,0,duck_off,0.0005500000000000001
20,28,6,3,2,0,do_nothing,0.6891450495
20,19,6,3,2,0,duck_off,0.55
20,9,6,3,1,0,do_nothing,0.9496200000000001
20,0,6,3,1,0,duck_off,-0.0020000000000000005
20,46,5,2,2,0,duck_on,-0.020000000000000004
21,37,5,2,-1,0,duck_off,-0.2
21,27,5,2,2,0,duck_on,-2
20,15,10,4,1,0,duck_on,2.577059195990194
20,-4,10,4,-1,0,duck_off,-0.0016200000000000003
21,50,5,3,2,0,do_nothing,-0.0020000000000000005
21,44,5,3,2,0,duck_off,-0.020000000000000004
21,34,5,3,1,0,do_nothing,-0.2
21,25,5,3,1,0,duck_off,-2
20,50,6,4,2,0,duck_off,-0.23238455969954674
20,46,6,4,2,0,duck_on,-0.020000000000000004
20,37,6,4,-1,0,do_nothing,-0.2
20,27,6,4,-1,0,jump,-2
20,43,6,3,2,0,jump,-0.020000000000000004
21,33,6,3,1,0,duck_off,0.3753
21,24,6,3,1,0,duck_on,-2
20,49,3,1,2,0,do_nothing,-0.019505
20,20,3,1,1,0,jump,0.53
20,10,3,1,-1,0,duck_off,0.30000000000000004
20,1,3,1,2,0,do_nothing,-2
20,-1,6,3,2,0,do_nothing,-0.04000000000000001
20,39,5,3,2,0,jump,-0.2
21,29,5,3,1,0,duck_off,-2
20,28,6,4,2,0,do_nothing,0.10450000000000001
21,18,6,4,2,0,duck_on,0.55
21,9,6,4,1,0,do_nothing,0.5
21,-1,6,4,-1,0,duck_off,0
21,50,5,3,2,0,jump,-0.00020000000000000006
21,49,5,3,2,0,jump,-0.0020000000000000005
21,39,5,3,2,0,jump,-0.020000000000000004
21,30,5,3,1,0,duck_off,-0.2
21,20,5,3,1,0,jump,-2
20,50,6,2,1,0,jump,-0.03970950000000001
20,46,6,2,1,0,jump,-1.999505
20,27,6,2,2,0,duck_on,0.6043000000000001
20,18,6,2,1,0,jump,1.04282
20,8,6,2,-1,0,duck_on,0.7482
20,-1,6,2,-1,0,jump,-0.020000000000000004
20,39,3,1,-1,0,jump,-0.2
21,29,3,1,-1,0,duck_off,-2
21,27,6,2,-1,0,duck_off,-2
20,32,6,3,2,0,duck_on,-3.8
20,43,3,2,2,0,duck_off,-0.020000000000000004
21,33,3,2,1,0,do_nothing,-0.2
21,24,3,2,1,0,duck_on,-2
20,0,5,2,2,0,jump,0.010338000000000003
21,21,3,1,1,0,do_nothing,0.53
21,11,3,1,-1,0,jump,0.30000000000000004
21,2,3,1,-1,0,duck_on,-2
20,39,3,1,1,0,jump,-0.2
20,30,3,1,1,0,jump,-2
20,38,3,1,-1,0,jump,-0.2
21,28,3,1,-1,0,duck_off,-2
20,37,3,2,2,0,duck_off,-1.99505
21,27,3,2,2,0,duck_off,0.05480000000000001
21,18,3,2,1,0,duck_off,0.548
21,8,3,2,1,0,jump,0.48
21,-1,3,2,2,0,duck_on,-0.2
21,27,6,3,1,0,duck_off,-2
20,6,10,4,1,0,jump,0.5
21,41,5,2,2,0,do_nothing,-0.2
21,32,5,2,2,0,duck_on,-2
20,10,5,2,-1,0,do_nothing,2.3567344655199998
20,28,5,2,-1,0,jump,-2
